process,"process_name","parent_process_name",dest,firstTime,lastTime
"C:\Windows\System32\cmd.exe /c ""sc.exe create AtomicService binPath= ""C:\Windows\System32\calc.exe"" &amp; sc sdset AtomicService ""D:(D;;DCLCWPDTSD;;;IU)(D;;DCLCWPDTSD;;;SU)(D;;DCLCWPDTSD;;;BA)(A;;CCLCSWLOCRRC;;;IU)(A;;CCLCSWLOCRRC;;;SU)(A;;CCLCSWRPWPDTLOCRRC;;;SY)(A;;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;BA)S:(AU;FA;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;WD)""""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:06:18","2023-10-04T09:06:18"
"C:\Windows\System32\cmd.exe /c ""sc.exe start spooler &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:16:09","2023-10-04T09:16:09"
"C:\Windows\System32\cmd.exe /c ""sc.exe start spooler &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:15:42","2023-10-04T09:15:42"
"C:\Windows\System32\cmd.exe /c ""sc.exe stop spooler""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:16:04","2023-10-04T09:16:04"
"C:\Windows\System32\cmd.exe /c ""sc.exe stop spooler""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:15:37","2023-10-04T09:15:37"
"C:\Windows\System32\cmd.exe /c ""schtasks /create /tn ""T1053_005_OnLogon"" /sc onlogon /tr ""cmd.exe /c calc.exe"" &amp; schtasks /create /tn ""T1053_005_OnStartup"" /sc onstart /ru system /tr ""cmd.exe /c calc.exe""""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:40:46","2023-10-04T08:40:46"
"C:\Windows\System32\cmd.exe /c ""schtasks /delete /tn ""ATOMIC-T1053.005"" /F &gt;nul 2&gt;&amp;1 &amp; reg delete HKCU\SOFTWARE\ATOMIC-T1053.005 /F &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:41:05","2023-10-04T08:41:05"
"C:\Windows\System32\cmd.exe /c ""schtasks /delete /tn ""T1053_005_OnLogon"" /f &gt;nul 2&gt;&amp;1 &amp; schtasks /delete /tn ""T1053_005_OnStartup"" /f &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:40:59","2023-10-04T08:40:59"
"C:\Windows\System32\cmd.exe /c ""takeown.exe /f %temp%\T1222.001_takeown_folder /r""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:01:15","2023-10-04T09:01:15"
"C:\Windows\System32\cmd.exe /c ""takeown.exe /f %temp%\T1222.001_takeown_folder /r""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:00:46","2023-10-04T09:00:46"
"C:\Windows\System32\cmd.exe /c ""taskkill.exe /f /im spoolsv.exe""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:16:05","2023-10-04T09:16:05"
"C:\Windows\System32\cmd.exe /c ""taskkill.exe /f /im spoolsv.exe""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:15:38","2023-10-04T09:15:38"
"C:\Windows\System32\cmd.exe /c ""xcopy /I /Y C:\AtomicRedTeam\atomics\T1505.003\src C:\inetpub\wwwroot""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T08:47:37","2023-10-04T08:47:37"
"C:\Windows\System32\cmd.exe /c ""xcopy /I /Y C:\AtomicRedTeam\atomics\T1505.003\src C:\inetpub\wwwroot""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:47:08","2023-10-04T08:47:08"
"C:\Windows\System32\cmd.exe /c c:\windows\system32\calc.exe","cmd.exe","cmd.exe","ar-win-2.attackrange.local","2023-10-04T09:38:41","2023-10-04T09:38:41"
"C:\Windows\System32\cmd.exe /c c:\windows\system32\calc.exe","cmd.exe","cmd.exe","ar-win-dc.attackrange.local","2023-10-04T09:35:03","2023-10-04T09:35:03"
"C:\Windows\System32\cmd.exe /c echo Hello, from CMD!","cmd.exe","cmd.exe","ar-win-2.attackrange.local","2023-10-04T09:38:38","2023-10-04T09:38:38"
"C:\Windows\System32\cmd.exe /c echo Hello, from CMD!","cmd.exe","cmd.exe","ar-win-dc.attackrange.local","2023-10-04T09:34:59","2023-10-04T09:34:59"
"C:\Windows\system32\cmd.exe /C PowerShell -NoProfile -NonInteractive -ExecutionPolicy Unrestricted -EncodedCommand UABvAHcAZQByAFMAaABlAGwAbAAgAC0ATgBvAFAAcgBvAGYAaQBsAGUAIAAtAE4AbwBuAEkAbgB0AGUAcgBhAGMAdABpAHYAZQAgAC0ARQB4AGUAYwB1AHQAaQBvAG4AUABvAGwAaQBjAHkAIABVAG4AcgBlAHMAdAByAGkAYwB0AGUAZAAgAC0ARQBuAGMAbwBkAGUAZABDAG8AbQBtAGEAbgBkACAASgBnAEIAagBBAEcAZwBBAFkAdwBCAHcAQQBDADQAQQBZAHcAQgB2AEEARwAwAEEASQBBAEEAMgBBAEQAVQBBAE0AQQBBAHcAQQBEAEUAQQBJAEEAQQArAEEAQwBBAEEASgBBAEIAdQBBAEgAVQBBAGIAQQBCAHMAQQBBAG8AQQBhAFEAQgBtAEEAQwBBAEEASwBBAEEAawBBAEYAQQBBAFUAdwBCAFcAQQBHAFUAQQBjAGcAQgB6AEEARwBrAEEAYgB3AEIAdQBBAEYAUQBBAFkAUQBCAGkAQQBHAHcAQQBaAFEAQQB1AEEARgBBAEEAVQB3AEIAVwBBAEcAVQBBAGMAZwBCAHoAQQBHAGsAQQBiAHcAQgB1AEEAQwBBAEEATABRAEIAcwBBAEgAUQBBAEkAQQBCAGIAQQBGAFkAQQBaAFEAQgB5AEEASABNAEEAYQBRAEIAdgBBAEcANABBAFgAUQBBAGkAQQBEAE0AQQBMAGcAQQB3AEEAQwBJAEEASwBRAEEAZwBBAEgAcwBBAEMAZwBBAG4AQQBIAHMAQQBJAGcAQgBtAEEARwBFAEEAYQBRAEIAcwBBAEcAVQBBAFoAQQBBAGkAQQBEAG8AQQBkAEEAQgB5AEEASABVAEEAWgBRAEEAcwBBAEMASQBBAGIAUQBCAHoAQQBHAGMAQQBJAGcAQQA2AEEAQwBJAEEAUQBRAEIAdQBBAEgATQBBAGEAUQBCAGkAQQBHAHcAQQBaAFEAQQBnAEEASABJAEEAWgBRAEIAeABBAEgAVQBBAGEAUQBCAHkAQQBHAFUAQQBjAHcAQQBnAEEARgBBAEEAYgB3AEIAMwBBAEcAVQBBAGMAZwBCAFQAQQBHAGcAQQBaAFEAQgBzAEEARwB3AEEASQBBAEIAMgBBAEQATQBBAEwAZwBBAHcAQQBDAEEAQQBiAHcAQgB5AEEAQwBBAEEAYgBnAEIAbABBAEgAYwBBAFoAUQBCAHkAQQBDAEkAQQBmAFEAQQBuAEEAQQBvAEEAWgBRAEIANABBAEcAawBBAGQAQQBBAGcAQQBEAEUAQQBDAGcAQgA5AEEAQQBvAEEASgBBAEIAbABBAEgAZwBBAFoAUQBCAGoAQQBGADgAQQBkAHcAQgB5AEEARwBFAEEAYwBBAEIAdwBBAEcAVQBBAGMAZwBCAGYAQQBIAE0AQQBkAEEAQgB5AEEAQwBBAEEAUABRAEEAZwBBAEMAUQBBAGEAUQBCAHUAQQBIAEEAQQBkAFEAQgAwAEEAQwBBAEEAZgBBAEEAZwBBAEUAOABBAGQAUQBCADAAQQBDADAAQQBVAHcAQgAwAEEASABJAEEAYQBRAEIAdQBBAEcAYwBBAEMAZwBBAGsAQQBIAE0AQQBjAEEAQgBzAEEARwBrAEEAZABBAEIAZgBBAEgAQQBBAFkAUQBCAHkAQQBIAFEAQQBjAHcAQQBnAEEARAAwAEEASQBBAEEAawBBAEcAVQBBAGUAQQBCAGwAQQBHAE0AQQBYAHcAQgAzAEEASABJAEEAWQBRAEIAdwBBAEgAQQBBAFoAUQBCAHkAQQBGADgAQQBjAHcAQgAwAEEASABJAEEATABnAEIAVABBAEgAQQBBAGIAQQBCAHAAQQBIAFEAQQBLAEEAQgBBAEEAQwBnAEEASQBnAEIAZwBBAEQAQQBBAFkA","cmd.exe","winrshost.exe","ar-win-2.attackrange.local","2023-10-04T08:41:25","2023-10-04T09:28:09"
"C:\Windows\system32\cmd.exe /C PowerShell -NoProfile -NonInteractive -ExecutionPolicy Unrestricted -EncodedCommand UABvAHcAZQByAFMAaABlAGwAbAAgAC0ATgBvAFAAcgBvAGYAaQBsAGUAIAAtAE4AbwBuAEkAbgB0AGUAcgBhAGMAdABpAHYAZQAgAC0ARQB4AGUAYwB1AHQAaQBvAG4AUABvAGwAaQBjAHkAIABVAG4AcgBlAHMAdAByAGkAYwB0AGUAZAAgAC0ARQBuAGMAbwBkAGUAZABDAG8AbQBtAGEAbgBkACAASgBnAEIAagBBAEcAZwBBAFkAdwBCAHcAQQBDADQAQQBZAHcAQgB2AEEARwAwAEEASQBBAEEAMgBBAEQAVQBBAE0AQQBBAHcAQQBEAEUAQQBJAEEAQQArAEEAQwBBAEEASgBBAEIAdQBBAEgAVQBBAGIAQQBCAHMAQQBBAG8AQQBhAFEAQgBtAEEAQwBBAEEASwBBAEEAawBBAEYAQQBBAFUAdwBCAFcAQQBHAFUAQQBjAGcAQgB6AEEARwBrAEEAYgB3AEIAdQBBAEYAUQBBAFkAUQBCAGkAQQBHAHcAQQBaAFEAQQB1AEEARgBBAEEAVQB3AEIAVwBBAEcAVQBBAGMAZwBCAHoAQQBHAGsAQQBiAHcAQgB1AEEAQwBBAEEATABRAEIAcwBBAEgAUQBBAEkAQQBCAGIAQQBGAFkAQQBaAFEAQgB5AEEASABNAEEAYQBRAEIAdgBBAEcANABBAFgAUQBBAGkAQQBEAE0AQQBMAGcAQQB3AEEAQwBJAEEASwBRAEEAZwBBAEgAcwBBAEMAZwBBAG4AQQBIAHMAQQBJAGcAQgBtAEEARwBFAEEAYQBRAEIAcwBBAEcAVQBBAFoAQQBBAGkAQQBEAG8AQQBkAEEAQgB5AEEASABVAEEAWgBRAEEAcwBBAEMASQBBAGIAUQBCAHoAQQBHAGMAQQBJAGcAQQA2AEEAQwBJAEEAUQBRAEIAdQBBAEgATQBBAGEAUQBCAGkAQQBHAHcAQQBaAFEAQQBnAEEASABJAEEAWgBRAEIAeABBAEgAVQBBAGEAUQBCAHkAQQBHAFUAQQBjAHcAQQBnAEEARgBBAEEAYgB3AEIAMwBBAEcAVQBBAGMAZwBCAFQAQQBHAGcAQQBaAFEAQgBzAEEARwB3AEEASQBBAEIAMgBBAEQATQBBAEwAZwBBAHcAQQBDAEEAQQBiAHcAQgB5AEEAQwBBAEEAYgBnAEIAbABBAEgAYwBBAFoAUQBCAHkAQQBDAEkAQQBmAFEAQQBuAEEAQQBvAEEAWgBRAEIANABBAEcAawBBAGQAQQBBAGcAQQBEAEUAQQBDAGcAQgA5AEEAQQBvAEEASgBBAEIAbABBAEgAZwBBAFoAUQBCAGoAQQBGADgAQQBkAHcAQgB5AEEARwBFAEEAYwBBAEIAdwBBAEcAVQBBAGMAZwBCAGYAQQBIAE0AQQBkAEEAQgB5AEEAQwBBAEEAUABRAEEAZwBBAEMAUQBBAGEAUQBCAHUAQQBIAEEAQQBkAFEAQgAwAEEAQwBBAEEAZgBBAEEAZwBBAEUAOABBAGQAUQBCADAAQQBDADAAQQBVAHcAQgAwAEEASABJAEEAYQBRAEIAdQBBAEcAYwBBAEMAZwBBAGsAQQBIAE0AQQBjAEEAQgBzAEEARwBrAEEAZABBAEIAZgBBAEgAQQBBAFkAUQBCAHkAQQBIAFEAQQBjAHcAQQBnAEEARAAwAEEASQBBAEEAawBBAEcAVQBBAGUAQQBCAGwAQQBHAE0AQQBYAHcAQgAzAEEASABJAEEAWQBRAEIAdwBBAEgAQQBBAFoAUQBCAHkAQQBGADgAQQBjAHcAQgAwAEEASABJAEEATABnAEIAVABBAEgAQQBBAGIAQQBCAHAAQQBIAFEAQQBLAEEAQgBBAEEAQwBnAEEASQBnAEIAZwBBAEQAQQBBAFkA","cmd.exe","winrshost.exe","ar-win-dc.attackrange.local","2023-10-04T08:39:25","2023-10-04T09:35:04"
"C:\Windows\system32\cmd.exe /C PowerShell -NoProfile -NonInteractive -ExecutionPolicy Unrestricted -EncodedCommand UABvAHcAZQByAFMAaABlAGwAbAAgAC0ATgBvAFAAcgBvAGYAaQBsAGUAIAAtAE4AbwBuAEkAbgB0AGUAcgBhAGMAdABpAHYAZQAgAC0ARQB4AGUAYwB1AHQAaQBvAG4AUABvAGwAaQBjAHkAIABVAG4AcgBlAHMAdAByAGkAYwB0AGUAZAAgAC0ARQBuAGMAbwBkAGUAZABDAG8AbQBtAGEAbgBkACAASgBnAEIAagBBAEcAZwBBAFkAdwBCAHcAQQBDADQAQQBZAHcAQgB2AEEARwAwAEEASQBBAEEAMgBBAEQAVQBBAE0AQQBBAHcAQQBEAEUAQQBJAEEAQQArAEEAQwBBAEEASgBBAEIAdQBBAEgAVQBBAGIAQQBCAHMAQQBBAG8AQQBhAFEAQgBtAEEAQwBBAEEASwBBAEEAawBBAEYAQQBBAFUAdwBCAFcAQQBHAFUAQQBjAGcAQgB6AEEARwBrAEEAYgB3AEIAdQBBAEYAUQBBAFkAUQBCAGkAQQBHAHcAQQBaAFEAQQB1AEEARgBBAEEAVQB3AEIAVwBBAEcAVQBBAGMAZwBCAHoAQQBHAGsAQQBiAHcAQgB1AEEAQwBBAEEATABRAEIAcwBBAEgAUQBBAEkAQQBCAGIAQQBGAFkAQQBaAFEAQgB5AEEASABNAEEAYQBRAEIAdgBBAEcANABBAFgAUQBBAGkAQQBEAE0AQQBMAGcAQQB3AEEAQwBJAEEASwBRAEEAZwBBAEgAcwBBAEMAZwBBAG4AQQBIAHMAQQBJAGcAQgBtAEEARwBFAEEAYQBRAEIAcwBBAEcAVQBBAFoAQQBBAGkAQQBEAG8AQQBkAEEAQgB5AEEASABVAEEAWgBRAEEAcwBBAEMASQBBAGIAUQBCAHoAQQBHAGMAQQBJAGcAQQA2AEEAQwBJAEEAUQBRAEIAdQBBAEgATQBBAGEAUQBCAGkAQQBHAHcAQQBaAFEAQQBnAEEASABJAEEAWgBRAEIAeABBAEgAVQBBAGEAUQBCAHkAQQBHAFUAQQBjAHcAQQBnAEEARgBBAEEAYgB3AEIAMwBBAEcAVQBBAGMAZwBCAFQAQQBHAGcAQQBaAFEAQgBzAEEARwB3AEEASQBBAEIAMgBBAEQATQBBAEwAZwBBAHcAQQBDAEEAQQBiAHcAQgB5AEEAQwBBAEEAYgBnAEIAbABBAEgAYwBBAFoAUQBCAHkAQQBDAEkAQQBmAFEAQQBuAEEAQQBvAEEAWgBRAEIANABBAEcAawBBAGQAQQBBAGcAQQBEAEUAQQBDAGcAQgA5AEEAQQBvAEEASgBBAEIAbABBAEgAZwBBAFoAUQBCAGoAQQBGADgAQQBkAHcAQgB5AEEARwBFAEEAYwBBAEIAdwBBAEcAVQBBAGMAZwBCAGYAQQBIAE0AQQBkAEEAQgB5AEEAQwBBAEEAUABRAEEAZwBBAEMAUQBBAGEAUQBCAHUAQQBIAEEAQQBkAFEAQgAwAEEAQwBBAEEAZgBBAEEAZwBBAEUAOABBAGQAUQBCADAAQQBDADAAQQBVAHcAQgAwAEEASABJAEEAYQBRAEIAdQBBAEcAYwBBAEMAZwBBAGsAQQBIAE0AQQBjAEEAQgBzAEEARwBrAEEAZABBAEIAZgBBAEgAQQBBAFkAUQBCAHkAQQBIAFEAQQBjAHcAQQBnAEEARAAwAEEASQBBAEEAawBBAEcAVQBBAGUAQQBCAGwAQQBHAE0AQQBYAHcAQgAzAEEASABJAEEAWQBRAEIAdwBBAEgAQQBBAFoAUQBCAHkAQQBGADgAQQBjAHcAQgAwAEEASABJAEEATABnAEIAVABBAEgAQQBBAGIAQQBCAHAAQQBIAFEAQQBLAEEAQgBBAEEAQwBnAEEASQBnAEIAZwBBAEQAQQBBAFkAQQBBAHcAQQBHAEEAQQBNAEEAQgBnAEEARABBAEEASQBnAEEAcABBAEMAdwBBAEkAQQBBAHkAQQBDAHcAQQBJAEEAQgBiAEEARgBNAEEAZABBAEIAeQBBAEcAawBBAGIAZwBCAG4AQQBGAE0AQQBjAEEAQgBzAEEARwBrAEEAZABBAEIAUABBAEgAQQBBAGQAQQBCAHAAQQBHADgAQQBiAGcAQgB6AEEARgAwAEEATwBnAEEANgBBAEYASQBBAFoAUQBCAHQAQQBHADgAQQBkAGcAQgBsAEEARQBVAEEAYgBRAEIAdwBBAEgAUQBBAGUAUQBCAEYAQQBHADQAQQBkAEEAQgB5AEEARwBrAEEAWgBRAEIAegBBAEMAawBBAEMAZwBCAEoAQQBHAFkAQQBJAEEAQQBvAEEAQwAwAEEAYgBnAEIAdgBBAEgAUQBBAEkAQQBBAGsAQQBIAE0AQQBjAEEAQgBzAEEARwBrAEEAZABBAEIAZgBBAEgAQQBBAFkAUQBCAHkAQQBIAFEAQQBjAHcAQQB1AEEARQB3AEEAWgBRAEIAdQBBAEcAYwBBAGQAQQBCAG8AQQBDAEEAQQBMAFEAQgBsAEEASABFAEEASQBBAEEAeQBBAEMAawBBAEkAQQBCADcAQQBDAEEAQQBkAEEAQgBvAEEASABJAEEAYgB3AEIAMwBBAEMAQQBBAEkAZwBCAHAAQQBHADQAQQBkAGcAQgBoAEEARwB3AEEAYQBRAEIAawBBAEMAQQBBAGMAQQBCAGgAQQBIAGsAQQBiAEEAQgB2AEEARwBFAEEAWgBBAEEAaQBBAEMAQQBBAGYAUQBBAEsAQQBGAE0AQQBaAFEAQgAwAEEAQwAwAEEAVgBnAEIAaABBAEgASQBBAGEAUQBCAGgAQQBHAEkAQQBiAEEAQgBsAEEAQwBBAEEATABRAEIATwBBAEcARQBBAGIAUQBCAGwAQQBDAEEAQQBhAGcAQgB6AEEARwA4AEEAYgBnAEIAZgBBAEgASQBBAFkAUQBCADMAQQBDAEEAQQBMAFEAQgBXAEEARwBFAEEAYgBBAEIAMQBBAEcAVQBBAEkAQQBBAGsAQQBIAE0AQQBjAEEAQgBzAEEARwBrAEEAZABBAEIAZgBBAEgAQQBBAFkAUQBCAHkAQQBIAFEAQQBjAHcAQgBiAEEARABFAEEAWABRAEEASwBBAEMAUQBBAFoAUQBCADQAQQBHAFUAQQBZAHcAQgBmAEEASABjAEEAYwBnAEIAaABBAEgAQQBBAGMAQQBCAGwAQQBIAEkAQQBJAEEAQQA5AEEAQwBBAEEAVwB3AEIAVABBAEcATQBBAGMAZwBCAHAAQQBIAEEAQQBkAEEAQgBDAEEARwB3AEEAYgB3AEIAagBBAEcAcwBBAFgAUQBBADYAQQBEAG8AQQBRAHcAQgB5AEEARwBVAEEAWQBRAEIAMABBAEcAVQBBAEsAQQBBAGsAQQBIAE0AQQBjAEEAQgBzAEEARwBrAEEAZABBAEIAZgBBAEgAQQBBAFkAUQBCAHkAQQBIAFEAQQBjAHcAQgBiAEEARABBAEEAWABRAEEAcABBAEEAbwBBAEoAZwBBAGsAQQBHAFUAQQBlAEEAQgBsAEEARwBNAEEAWAB3AEIAMwBBAEgASQBBAFkAUQBCAHcAQQBIAEEAQQBaAFEAQgB5AEEAQQA9AD0A","cmd.exe","winrshost.exe","ar-win-2.attackrange.local","2023-10-04T09:38:19","2023-10-04T09:38:43"
"C:\Windows\system32\cmd.exe /c """"C:\AtomicRedTeam\ExternalPayloads\T1059.003_script.bat"" ""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:38:37","2023-10-04T09:38:37"
"C:\Windows\system32\cmd.exe /c """"C:\AtomicRedTeam\ExternalPayloads\T1059.003_script.bat"" ""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:34:58","2023-10-04T09:34:58"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\MonitorNoHandle.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:41","2023-10-04T08:34:41"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\MonitorNoHandle.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:05","2023-10-04T08:35:05"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinEventLog.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:41","2023-10-04T08:34:41"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinEventLog.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:05","2023-10-04T08:35:05"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinHostMon.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:41","2023-10-04T08:34:41"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinHostMon.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:05","2023-10-04T08:35:05"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinNetMon.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:41","2023-10-04T08:34:41"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinNetMon.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:05","2023-10-04T08:35:05"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinPrintMon.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:41","2023-10-04T08:34:41"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinPrintMon.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:05","2023-10-04T08:35:05"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinRegMon.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:41","2023-10-04T08:34:41"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinRegMon.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:05","2023-10-04T08:35:05"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\admon.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:41","2023-10-04T08:34:41"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\admon.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:05","2023-10-04T08:35:05"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\perfmon.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:42","2023-10-04T08:34:42"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\perfmon.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:06","2023-10-04T08:35:06"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\powershell.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:42","2023-10-04T08:34:42"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\powershell.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:06","2023-10-04T08:35:06"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\powershell2.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:42","2023-10-04T08:34:42"
"C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\powershell2.cmd"" --scheme""","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:06","2023-10-04T08:35:06"
"C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _RAW_envvars","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:36","2023-10-04T08:34:36"
"C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _RAW_envvars","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:34:58","2023-10-04T08:34:58"
"C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal check-xml-files --answer-yes --no-prompt 2&gt;&amp;1","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:40","2023-10-04T08:34:40"
"C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal check-xml-files --answer-yes --no-prompt 2&gt;&amp;1","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:04","2023-10-04T08:35:04"
"C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal pre-flight-checks --answer-yes --no-prompt 2&gt;&amp;1","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:37","2023-10-04T08:34:37"
"C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal pre-flight-checks --answer-yes --no-prompt 2&gt;&amp;1","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:01","2023-10-04T08:35:01"
"C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal_extra_splunkd_service_args","cmd.exe","splunkd.exe","ar-win-2.attackrange.local","2023-10-04T08:34:36","2023-10-04T08:34:36"
"C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal_extra_splunkd_service_args","cmd.exe","splunkd.exe","ar-win-dc.attackrange.local","2023-10-04T08:34:58","2023-10-04T08:34:58"
"C:\Windows\system32\cmd.exe /c C:\Windows\system32\reg.exe query hklm\software\microsoft\windows\softwareinventorylogging /v collectionstate /reg:64","cmd.exe","cmd.exe","ar-win-2.attackrange.local","2023-10-04T08:35:35","2023-10-04T08:35:35"
"C:\Windows\system32\cmd.exe /c C:\Windows\system32\reg.exe query hklm\software\microsoft\windows\softwareinventorylogging /v collectionstate /reg:64","cmd.exe","cmd.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:42","2023-10-04T08:35:42"
"C:\Windows\system32\cmd.exe /c btool server list general --no-log","cmd.exe","splunk.exe","ar-win-2.attackrange.local","2023-10-04T08:34:36","2023-10-04T08:34:40"
